id,label,start,end,text,doc_id
6193,DATE+,639,655,28 december 2021,84
6194,DATE+,718,734,25 augustus 2022,84
6195,DATE+,784,800,25 augustus 2022,84
8039,ID,9,11,84,84
8040,title,24,101,Besluit+Wob-verzoek+inzake+ongediertebestrijding+in+PI+Krimpen+a-d+IJssel.pdf,84
8042,event,106,111,Datum,84
8044,event,182,303,heeft u een verzoek om openbaarmaking van informatie ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob),84
8045,event,323,407,"is de Wet open overheid (hierna: Woo) in werking getreden, ter vervanging van de Wob",84
8046,event,442,486,heb ik de ontvangst van uw verzoek bevestigd,84
8047,date,621,655,1 januari 2021 en 28 december 2021,84
6196,DATE+,87,102,17 januari 2021,107
6197,c: besluit datum,109,121,4 april 2022,107
6198,c: verzoek datum,144,159,17 januari 2021,107
6199,DATE+,491,501,36 maanden,107
6200,c: ontvangst verzoek bevestigd,722,737,21 januari 2021,107
6201,DATE+,834,847,15 maart 2021,107
8048,ID,9,12,107,107
8049,title,25,70,besluit-wob-regeling-overdrachtsbelasting.pdf,107
8050,event,103,108,Datum,107
8051,event,160,240,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht,107
8052,event,651,717,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,107
6202,DATE+,111,126,1 augustus 2021,114
6203,c: besluit datum,137,150,25 maart 2022,114
6204,c: verzoek datum,173,188,1 augustus 2021,114
6205,c: ontvangst verzoek bevestigd,388,404,10 augustus 2021,114
6206,DATE+,505,521,27 augustus 2021,114
6207,c: contact,529,542,augustus 2021,114
6208,c: contact,700,715,2 november 2021,114
6209,c: overig,811,827,30 november 2021,114
6210,c: overig,975,990,1 december 2021,114
8053,ID,9,12,114,114
8056,title,25,87,besluit-wob-verzoek-verkenning-ai-toepassingen-door-douane.pdf,114
8057,event,131,136,Datum,114
8058,event,189,283,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,114
8059,event,328,384,ontvangst van uw verzoek heb ik u schriftelijk bevestigd,114
8060,event,543,692,heeft u met de woordvoerder van Douane telefonisch gesproken over de inhoud van uw Wob-verzoek en is aangeboden u een presentatie te geven omtrent AI,114
8061,event,716,803,heeft u met een woordvoerder telefonisch gesproken over de voortgang van uw Wob-verzoek,114
8062,event,828,926,heeft u wegens het niet tijdig Directie Juridische Zaken beslissen een ingebrekestelling ingediend,114
8063,event,934,971,ontvangst van uw ingebrekestelling is,114
8064,event,991,1000,bevestigd,114
6218,DATE+,260,268,379 8911,109
6219,c: besluit datum,352,365,22 april 2022,109
6220,DATE+,456,471,26 januari 2022,109
6221,c: verzoek datum,548,563,26 januari 2022,109
6222,c: ontvangst verzoek bevestigd,815,831,21 februari 2022,109
6223,DATE+,932,945,23 maart 2022,109
6224,DATE+,953,961,29 maart,109
6225,DATE+,1172,1188,23 november 2005,109
8067,ID,9,12,109,109
8068,title,25,62,besluit-wob-subsidiekwestie-fresq.pdf,109
8069,event,346,351,Datum,109
8070,event,565,659,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,109
8071,event,750,810,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,109
8072,c: contact,953,964,29 maart jl,109
8073,event,965,1062,"heeft een medewerker van mijn ministerie, 10.2.e , u gemaild over de voortgang van uw WOB verzoek",109
6245,DATE+,149,153,0880,78
6246,c: besluit datum,188,203,12 oktober 2022,78
6247,c: verzoek ontvangen,235,251,25 februari 2022,78
6248,DATE+,606,610,2015,78
6249,DATE+,622,626,2022,78
6250,c: ontvangst verzoek bevestigd,693,709,25 februari 2022,78
6251,c: inwerking treden van Woo,733,743,1 mei 2022,78
6252,DATE+,880,895,12 oktober 2022,78
6253,DATE+,1110,1125,12 oktober 2022,78
6254,DATE+,1309,1329,Datum12 oktober 2022,78
8076,ID,9,11,78,78
8077,title,24,86,Besluit+op+Wob-Woo-verzoek+over+informatie+diertelgegevens.pdf,78
8078,event,182,187,Datum,78
8080,event,252,336,heb ik uw gegevensverzoek ontvangen waarin u vraagt om openbaarmaking van informatie,78
8081,event,643,689,ontvangst van uw verzoek is digitaal bevestigd,78
8082,date,606,626,2015 tot en met 2022,78
8083,event,744,875,is de Wet openbaarheid van bestuur (hierna te noemen Wob) ingetrokken en vervangen door de Wet open overheid (hierna te noemen Woo),78
6255,c: besluit datum,103,115,5 april 2022,11
6256,c: verzoek datum,182,198,20 november 2020,11
6257,DATE+,325,329,2019,11
6258,DATE+,398,402,1250,11
6259,c: ontvangst verzoek bevestigd,538,554,23 november 2020,11
6260,DATE+,567,574,20-0875,11
6261,c: beslistermijn verdaagd,593,609,14 december 2020,11
6262,DATE+,751,767,31 december 2023,11
8084,ID,9,11,11,11
8086,title,24,91,200875-wobbesluit-afgeschoten-edelherten-oostvaardersplassen-v2.pdf,11
8087,event,96,101,Datum,11
8088,event,199,297,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om van informatie,11
8089,event,485,533,ontvangst van uw verzoek is bevestigd bij e-mail,11
8091,event,610,653,is de beslistermijn met vier weken verdaagd,11
6269,DATE+,171,178,20 juni,37
6270,c: verzoek datum,216,227,27 mei 2022,37
6271,c: ontvangst verzoek bevestigd,432,443,27 mei 2022,37
6272,c: contact,499,511,10 juni 2022,37
8092,ID,9,11,37,37
8093,title,24,92,2022-38-woo-besluit-over-totstandkoming-geluidsnorm-windturbines.pdf,37
8095,event,165,170,Datum,37
8096,c: besluit datum,171,183,20 juni 2022,37
8098,event,228,280,heeft u mij gevraagd om documenten openbaar te maken,37
8099,event,368,428,ontvangst van uw verzoek is schriftelijk bevestigd per brief,37
8101,event,516,611,digitaal overleg gehad met twee medewerkers van het Ministerie van Infrastructuur en Waterstaat,37
6273,DATE+,141,149,489 0000,42
6274,DATE+,176,180,2022,42
6275,c: verzoek datum,213,229,31 augustus 2021,42
6276,c: overig,516,532,1 september 2021,42
6277,c: ontvangst verzoek bevestigd,774,790,1 september 2021,42
6278,c: beslistermijn verdaagd,860,877,21 september 2021,42
6279,DATE+,954,965,5 juni 2013,42
8102,ID,9,11,42,42
8103,title,24,111,21-0052-wob-besluit-afgegeven-erkenningen-wecg-wet-explosieven-voor-civiele-gebruik.pdf,42
8104,c: besluit datum,169,180,20-JAN 2022,42
8106,event,154,168,Contactpersoon,42
8108,event,230,355,"heeft u bij het ministerie van Infrastructuur en Waterstaat, met een beroep op de Wet openbaarheid van bestuur (hierna : Wob)",42
8109,event,375,397,verzocht om informatie,42
8110,event,559,663,doorgestuurd naar de Inspectie Leefomgeving en Transport (hierna: ILT) ter vermelden verdere behandeling,42
8111,event,495,512,Uw Wob-verzoek is,42
8112,event,696,769,"ontvangst van uw verzoek is door de ILT schriftelijk b,evestigd bij brief",42
8113,event,878,925,heb ik de beslistermijn met vier weken verdaagd,42
6285,c: besluit datum,121,134,11 maart 2022,77
6286,c: verzoek datum,159,173,6 oktober 2021,77
6287,c: ontvangst verzoek bevestigd,411,426,13 oktober 2021,77
6288,c: beslistermijn verdaagd,472,487,3 februari 2022,77
6289,DATE+,643,653,jaren 1989,77
6290,DATE+,686,690,1989,77
6291,c: contact,767,782,3 februari 2022,77
6292,DATE+,944,952,11 maart,77
6293,DATE+,953,957,2022,77
6294,DATE+,1088,1101,11 maart 2022,77
6295,DATE+,1184,1192,11 maart,77
6296,DATE+,1193,1197,2022,77
6297,DATE+,2277,2290,11 maart 2022,77
6298,DATE+,2495,2508,11 maart 2022,77
6299,DATE+,2803,2816,11 maart 2022,77
6300,DATE+,3064,3077,11 maart 2022,77
6301,DATE+,3300,3304,1989,77
6302,DATE+,3431,3435,1989,77
6303,DATE+,4021,4022,>,77
6304,DATE+,4097,4101,1990,77
6305,DATE+,4609,4613,1991,77
6306,DATE+,5080,5086,1 JAAR,77
6307,DATE+,5335,5339,1992,77
6308,DATE+,5669,5675,1 JAAR,77
6309,DATE+,5825,5831,1 JAAR,77
6310,DATE+,6100,6104,1993,77
6311,DATE+,6562,6568,1 JAAR,77
6312,DATE+,6821,6825,1994,77
6313,DATE+,7175,7181,1 JAAR,77
6314,DATE+,7465,7469,1995,77
6315,DATE+,8040,8044,1996,77
6316,DATE+,8561,8565,1997,77
6317,DATE+,8973,8977,1998,77
6318,DATE+,9285,9291,1 JAAR,77
6319,DATE+,9562,9566,1999,77
6320,DATE+,10021,10027,1 JAAR,77
6321,DATE+,10264,10268,2000,77
6322,DATE+,10679,10685,1 JAAR,77
6323,DATE+,10955,10959,2001,77
6324,DATE+,11414,11420,1 JAAR,77
6325,DATE+,11691,11695,2002,77
6326,DATE+,12083,12089,1 JAAR,77
6327,DATE+,12292,12296,2003,77
6328,DATE+,12750,12756,1 JAAR,77
6329,DATE+,12958,12962,2004,77
6330,DATE+,13252,13258,1 JAAR,77
6331,DATE+,13600,13604,2005,77
6332,DATE+,14125,14129,2006,77
6333,DATE+,14223,14229,1 JAAR,77
6334,DATE+,14293,14299,1 JAAR,77
6335,DATE+,14738,14742,2007,77
6336,DATE+,14836,14842,1 JAAR,77
6337,DATE+,14906,14912,1 JAAR,77
6338,DATE+,15382,15383,>,77
6339,DATE+,15434,15435,>,77
6340,DATE+,15568,15572,2008,77
6341,DATE+,16056,16062,1 JAAR,77
6342,DATE+,16281,16282,>,77
6343,DATE+,16357,16361,2009,77
6344,DATE+,16455,16461,1 JAAR,77
6345,DATE+,16525,16531,1 JAAR,77
6346,DATE+,16950,16951,>,77
6347,DATE+,17026,17030,2010,77
6348,DATE+,17124,17130,1 JAAR,77
6349,DATE+,17479,17480,>,77
6350,DATE+,17567,17571,2011,77
6351,DATE+,17665,17671,1 JAAR,77
6352,DATE+,17735,17741,1 JAAR,77
6353,DATE+,18065,18071,3 JAAR,77
6354,DATE+,18121,18127,3 JAAR,77
6355,DATE+,18223,18227,2012,77
6356,DATE+,18321,18327,1 JAAR,77
6357,DATE+,18391,18397,1 JAAR,77
6358,DATE+,18733,18739,3 JAAR,77
6359,DATE+,18789,18795,3 JAAR,77
6360,DATE+,18891,18895,2013,77
6361,DATE+,18989,18995,1 JAAR,77
6362,DATE+,19059,19065,1 JAAR,77
6363,DATE+,19462,19468,3 JAAR,77
6364,DATE+,19564,19568,2014,77
6365,DATE+,19662,19668,1 JAAR,77
6366,DATE+,19732,19738,1 JAAR,77
6367,DATE+,20085,20091,3 JAAR,77
6368,DATE+,20187,20191,2015,77
6369,DATE+,20285,20291,1 JAAR,77
6370,DATE+,20355,20361,1 JAAR,77
6371,DATE+,20695,20701,3 JAAR,77
6372,DATE+,20735,20741,3 JAAR,77
6373,DATE+,20855,20859,2016,77
6374,DATE+,20953,20959,1 JAAR,77
6375,DATE+,21023,21029,1 JAAR,77
6376,DATE+,21362,21368,3 JAAR,77
6377,DATE+,21402,21408,3 JAAR,77
6378,DATE+,21522,21526,2017,77
6379,DATE+,21947,21953,3 JAAR,77
6380,DATE+,22049,22053,2018,77
6381,DATE+,22437,22443,3 JAAR,77
6382,DATE+,22491,22497,3 JAAR,77
6383,DATE+,22592,22596,2019,77
6384,DATE+,22937,22943,3 JAAR,77
6385,DATE+,22977,22983,3 JAAR,77
6386,DATE+,23097,23101,2020,77
6387,DATE+,23485,23491,3 JAAR,77
6388,DATE+,23525,23531,3 JAAR,77
6389,DATE+,23644,23648,2021,77
6390,DATE+,24035,24041,3 JAAR,77
6391,DATE+,24091,24097,3 JAAR,77
8114,ID,9,11,77,77
8115,title,24,110,Besluit+op+Wob-verzoek+over+informatie+over+diertellingen+Bredesteeg+37+te+Echteld.pdf,77
8116,event,115,120,Datum,77
8117,event,174,268,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,77
8118,event,346,406,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,77
8119,event,488,556,is aan u medegedeeld dat de beslistermijn met twee weken is verlengd,77
8121,event,725,762,bent er over geïnformeerd in de brief,77
8122,event,783,939,dat er een derde belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover zijn of haar zienswijze te geven,77
6392,c: besluit datum,55,71,23 februari 2022,15
6393,c: verzoek datum,95,110,6 augustus 2021,15
6394,DATE+,314,318,1987,15
6395,c: ontvangst verzoek bevestigd,418,434,19 augustus 2021,15
6396,DATE+,559,569,jaren 1987,15
6397,DATE+,574,578,1989,15
6398,DATE+,634,638,1989,15
6399,c: contact,699,715,1 september 2021,15
6400,DATE+,953,969,23 februari 2022,15
6401,DATE+,1050,1066,23 februari 2022,15
6402,DATE+,1204,1220,23 februari 2022,15
6403,DATE+,1316,1332,23 februari 2022,15
6404,DATE+,2286,2302,23 februari 2022,15
6405,DATE+,2547,2563,23 februari 2022,15
6406,DATE+,2924,2940,23 februari 2022,15
6407,DATE+,3056,3072,23 februari 2022,15
6408,DATE+,3205,3221,23 februari 2022,15
6409,DATE+,3336,3340,1987,15
6410,DATE+,3345,3349,1997,15
6411,DATE+,3395,3399,1998,15
6412,DATE+,3404,3408,2021,15
6413,DATE+,3459,3467,154 7482,15
6414,DATE+,3509,3513,1987,15
6415,DATE+,3517,3521,1988,15
6416,DATE+,3568,3572,1989,15
6417,DATE+,3632,3636,1110,15
6418,DATE+,3666,3670,1990,15
6419,DATE+,3764,3768,1991,15
6420,DATE+,3862,3866,1992,15
6421,DATE+,3977,3981,1993,15
6422,DATE+,4041,4045,1050,15
6423,DATE+,4075,4079,1994,15
6424,DATE+,4139,4143,1050,15
6425,DATE+,4173,4177,1995,15
6426,DATE+,4237,4241,1050,15
6427,DATE+,4271,4275,1996,15
6428,DATE+,4335,4339,1025,15
6429,DATE+,4369,4373,1997,15
6430,DATE+,4433,4437,1025,15
6431,DATE+,4550,4554,1998,15
6432,DATE+,4602,4606,1998,15
6433,DATE+,4672,4676,1998,15
6434,DATE+,4714,4718,1999,15
6435,DATE+,4766,4770,1999,15
6436,DATE+,4808,4812,2000,15
6437,DATE+,4891,4895,1050,15
6438,DATE+,4896,4900,2000,15
6439,DATE+,4938,4942,2001,15
6440,DATE+,5021,5025,1050,15
6441,DATE+,5026,5030,2001,15
6442,DATE+,5068,5072,2002,15
6443,DATE+,5119,5123,2002,15
6444,DATE+,5162,5166,2002,15
6445,DATE+,5210,5214,2003,15
6446,DATE+,5261,5265,2003,15
6447,DATE+,5303,5307,2003,15
6448,DATE+,5351,5359,480 2003,15
6449,DATE+,5403,5407,2004,15
6450,DATE+,5450,5458,492 2004,15
6451,DATE+,5496,5500,2004,15
6452,DATE+,5544,5552,898 2004,15
6453,DATE+,5596,5600,2005,15
6454,DATE+,5643,5651,492 2005,15
6455,DATE+,5737,5741,1088,15
6456,DATE+,5742,5746,2005,15
6457,DATE+,5790,5794,2006,15
6458,DATE+,5837,5845,492 2006,15
6459,DATE+,5883,5887,2006,15
6460,DATE+,5931,5935,1088,15
6461,DATE+,5936,5940,2006,15
6462,DATE+,5984,5988,2007,15
6463,DATE+,6036,6040,2007,15
6464,DATE+,6074,6082,525 2007,15
6465,DATE+,6126,6130,2008,15
6466,DATE+,6173,6177,1914,15
6467,DATE+,6178,6182,2008,15
6468,DATE+,6220,6224,2008,15
6469,DATE+,6268,6272,2009,15
6470,DATE+,6320,6324,2009,15
6471,DATE+,6362,6366,2009,15
6472,DATE+,6410,6414,2010,15
6473,DATE+,6462,6466,2010,15
6474,DATE+,6504,6508,2010,15
6475,DATE+,6556,6560,2010,15
6476,DATE+,6604,6608,2011,15
6477,DATE+,6651,6655,1241,15
6478,DATE+,6656,6660,2011,15
6479,DATE+,6698,6702,2011,15
6480,DATE+,6767,6771,2011,15
6481,DATE+,6815,6819,2012,15
6482,DATE+,6865,6869,2012,15
6483,DATE+,6907,6911,2012,15
6484,DATE+,6955,6959,1730,15
6485,DATE+,7008,7012,2013,15
6486,DATE+,7056,7060,2014,15
6487,DATE+,7107,7111,2014,15
6488,DATE+,7149,7153,2014,15
6489,DATE+,7197,7201,1267,15
6490,DATE+,7250,7254,2015,15
6491,DATE+,7297,7305,573 2015,15
6492,DATE+,7343,7347,2015,15
6493,DATE+,7391,7395,1035,15
6494,DATE+,7396,7400,2015,15
6495,DATE+,7444,7448,2016,15
6496,DATE+,7495,7499,2016,15
6497,DATE+,7537,7541,2016,15
6498,DATE+,7585,7589,1284,15
6499,DATE+,7590,7594,2016,15
6500,DATE+,7638,7642,2017,15
6501,DATE+,7685,7693,809 2017,15
6502,DATE+,7742,7746,2018,15
6503,DATE+,7793,7797,2018,15
6504,DATE+,7835,7839,2018,15
6505,DATE+,7887,7891,2019,15
6506,DATE+,7938,7942,2019,15
6507,DATE+,7980,7984,2019,15
6508,DATE+,8032,8036,2020,15
6509,DATE+,8083,8087,2020,15
6510,DATE+,8125,8129,2020,15
6511,DATE+,8177,8181,2020,15
6512,DATE+,8225,8229,2021,15
6513,DATE+,8276,8280,2021,15
6514,DATE+,8318,8322,2021,15
6515,DATE+,8366,8374,723 2021,15
6516,DATE+,8413,8417,1785,15
8123,ID,9,11,15,15
8124,title,24,44,2021-208-besluit.pdf,15
8125,event,49,54,Datum,15
8126,event,111,205,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,15
8127,event,353,413,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,15
8128,event,657,694,bent er over geïnformeerd in de brief,15
8129,event,716,863,dat er een derde-belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover een zienswijze te geven,15
6517,DATE+,62,78,21 februari 2022,29
6518,c: besluit datum,99,115,10 augustus 2022,29
6519,c: verzoek datum,157,173,21 februari 2022,29
6520,c: contact,364,377,22 maart 2022,29
6521,DATE+,820,832,15 juli 2022,29
6522,c: overig,895,907,20 juli 2022,29
6523,DATE+,1115,1127,15 juli 2022,29
8130,ID,9,11,29,29
8131,title,24,44,2022-053-besluit.pdf,29
8132,event,93,98,Datum,29
8133,event,174,314,heeft u het ministerie van Binnenlandse ook digitaal indienen op Zaken en Koninkrijksrelaties (BZK) gevraagd om informatie openbaar te maken,29
8134,event,346,360,In een gesprek,29
8135,event,378,638,heeft u aangegeven dat u op zoek bent naar informatie over de manier waarop de departementen invulling geven aan de controle op de declaraties gedaan door commissieleden en u wilt weten of al deze soorten declaraties worden gecontroleerd volgens deze werkwijze,29
8136,event,851,891,verzoek is bij mijn ministerie ontvangen,29
8137,event,908,947,en diezelfde dag in behandeling genomen,29
6524,c: besluit datum,191,207,16 februari 2022,46
6525,DATE+,240,247,21-0222,46
6526,DATE+,251,258,21-0223,46
6527,c: verzoek datum,298,311,17 maart 2021,46
6528,DATE+,515,531,17 februari 2020,46
6529,c: ontvangst verzoek bevestigd,747,760,18 maart 2021,46
6530,DATE+,770,777,21-0222,46
6531,c: beslistermijn verdaagd,798,811,12 april 2021,46
6532,DATE+,860,871,11 mei 2021,46
6533,c: verzoek datum,893,906,18 maart 2021,46
6534,c: ontvangst verzoek bevestigd,1317,1330,18 maart 2021,46
6535,DATE+,1340,1347,21-0223,46
6536,c: beslistermijn verdaagd,1368,1381,12 april 2021,46
6537,DATE+,1430,1441,11 mei 2021,46
8138,ID,9,11,46,46
8139,title,24,54,21-0222-en-21-0223-besluit.pdf,46
8140,event,150,190,Datum: Uitsluitend verstuurd per mail op,46
8141,event,313,404,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,46
8142,event,681,742,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,46
8143,event,812,855,is de beslistermijn met vier weken verdaagd,46
8144,event,907,956,heeft u met een beroep op Wob informatie verzocht,46
8146,event,1253,1312,ontvangst van uw verzoek is schriftelijk bevestigd bij mail,46
8147,event,1382,1425,is de beslistermijn met vier weken verdaagd,46
6538,c: besluit datum,190,203,10 maart 2022,22
6539,c: verzoek datum,259,276,21 september 2021,22
6540,c: ontvangst verzoek bevestigd,623,640,22 september 2021,22
6541,c: contact,672,686,1 oktober 2021,22
6542,c: overig,760,774,1 oktober 2021,22
6543,c: beslistermijn verdaagd,968,983,19 oktober 2021,22
6544,c: beslistermijn verdaagd,1061,1077,15 november 2021,22
6545,c: contact,1214,1230,30 november 2021,22
6546,c: contact,1349,1365,15 november 2021,22
8148,ID,9,11,22,22
8149,title,24,43,2021-56-besluit.pdf,22
8150,event,184,189,Datum,22
8151,event,277,371,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten,22
8152,event,557,618,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,22
8153,event,687,738,contact gehad met een medewerker van het ministerie,22
8155,event,775,829,is aan u de volgende link naar het rapport toegestuurd,22
8156,event,984,1041,is de beslistermijn op uw verzoek met vier weken verdaagd,22
8157,event,1078,1194,is aan u medegedeeld dat de beslistermijn is opgeschort met twee weken vanwege het vragen van zienswijzen aan derden,22
8158,event,1231,1317,is aan u medegedeeld dat de opschorting is geëindigd en de beslistermijn is verstreken,22
8159,event,1366,1542,bent u erover geïnformeerd dat er derde belanghebbenden zijn bij de openbaarmaking van de documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven,22
6547,c: besluit datum,56,71,14 januari 2022,17
6548,c: verzoek datum,95,111,15 november 2021,17
6549,c: ontvangst verzoek bevestigd,280,296,18 november 2021,17
6550,DATE+,401,416,13 januari 2022,17
6551,DATE+,421,436,14 januari 2022,17
6552,DATE+,523,533,14 januari,17
6553,DATE+,534,538,2022,17
6554,DATE+,1284,1299,14 januari 2022,17
6555,DATE+,2205,2220,14 januari 2022,17
6556,DATE+,2784,2799,14 januari 2022,17
6557,DATE+,3316,3331,14 januari 2022,17
8160,ID,9,11,17,17
8161,title,24,44,2021-276-besluit.pdf,17
8162,event,49,55,D atum,17
8163,event,112,208,"heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie",17
8164,event,226,276,ontvangst van uw verzoek is schriftelijk bevestigd,17
6558,c: besluit datum,118,134,30 augustus 2022,88
6559,c: verzoek datum,154,165,25 mei 2022,88
6560,DATE+,348,352,1994,88
6561,DATE+,364,373,juli 2016,88
6562,c: ontvangst verzoek bevestigd,418,429,27 mei 2022,88
6563,c: beslistermijn verdaagd,490,502,22 juni 2022,88
6564,c: overig,576,587,7 juni 2022,88
6565,c: overig,665,676,8 juni 2022,88
6566,DATE+,782,786,1994,88
6567,DATE+,790,794,2015,88
6568,DATE+,1066,1070,1994,88
6569,DATE+,1257,1261,2000,88
6570,DATE+,1293,1297,2000,88
6571,DATE+,1374,1383,juli 2016,88
6572,DATE+,1439,1443,2014,88
6573,DATE+,1642,1646,2007,88
6574,DATE+,1687,1696,2007/8777,88
6575,DATE+,1844,1848,2008,88
6576,DATE+,1922,1926,2000,88
6577,DATE+,2051,2055,1994,88
6578,DATE+,2058,2062,2016,88
6579,DATE+,2139,2143,2000,88
8165,ID,9,11,88,88
8166,title,24,81,Besluit+Woo-verzoek+2022-36+Rijgeschiktheid+depressie.pdf,88
8167,event,112,117,Datum,88
8169,event,166,215,heeft u bij mijn ministerie een verzoek ingediend,88
8170,date,348,373,1994 tot en met juli 2016,88
8172,event,430,470,is de ontvangst van uw verzoek bevestigd,88
8173,event,503,557,is de beslissing op uw verzoek met vier weken verdaagd,88
8174,event,588,633,bent u verzocht om uw verzoek nader te duiden,88
8175,event,640,660,heeft er in uw email,88
8176,event,677,1000,"op gewezen dat u wil reconstrueren hoe het kan dat de Gezondheidsraad twee adviezen heeft uitgebracht in 1994 en 2015 over rijgeschiktheid bij stemmingsstoornissen, terwijl tussentijds de regelgeving is gewijzigd op het punt van de eisen die aan bestuurders worden gesteld met betrekking tot unipolaire stemmingsstoornissen",88
6580,DATE+,103,118,13 januari 2022,72
6581,c: besluit datum,129,145,30 augustus 2022,72
6582,c: verzoek datum,170,185,13 januari 2022,72
6583,DATE+,379,393,1 januari 2021,72
6584,DATE+,405,420,13 januari 2022,72
6585,c: inwerking treden van Woo,431,441,1 mei 2022,72
6586,c: inwerking treden van Woo,534,539,1 mei,72
6587,c: ontvangst verzoek bevestigd,560,575,18 januari 2022,72
6588,DATE+,699,712,15 maart 2022,72
6589,c: contact,745,760,3 februari 2022,72
6590,DATE+,922,935,december 2021,72
6591,DATE+,1017,1030,december 2021,72
6592,c: overig,1064,1075,13 mei 2022,72
6593,DATE+,1092,1104,15 juni 2022,72
6594,c: contact,1170,1181,12 mei 2022,72
8177,ID,9,11,72,72
8178,title,24,79,Anoniem+besluit+op+Wob-verzoek+inzake+de+Suikertaks.pdf,72
8179,event,123,128,Datum,72
8180,event,235,284,heeft u mij gevraagd informatie openbaar te maken,72
8181,date,379,420,1 januari 2021 tot en met 13 januari 2022,72
8182,event,442,473,is de Wob vervangen door de Woo,72
8184,event,543,552,Woo geldt,72
8185,event,576,643,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,72
8186,event,761,817,contact gehad met enkele medewerkers van mijn ministerie,72
8187,event,1076,1150,heeft u mij tot 15 juni 2022 de tijd gegeven om op uw verzoek te beslissen,72
8188,event,1182,1350,heb ik u per e-mail laten weten dat de betrokken belanghebbenden zijn gevraagd hun mening te geven over de voorgenomen openbaarmaking van de door u gevraagde informatie,72
6595,c: besluit datum,123,136,30 maart 2022,47
6596,DATE+,169,176,21-0493,47
6597,c: verzoek datum,216,228,17 juni 2021,47
6598,c: ontvangst verzoek bevestigd,456,468,18 juni 2021,47
6599,DATE+,478,485,21-0493,47
6600,c: beslistermijn verdaagd,506,518,12 juli 2021,47
6601,DATE+,567,583,10 augustus 2021,47
8189,ID,9,11,47,47
8190,title,24,43,21-0493-besluit.pdf,47
8191,event,82,122,Datum: Uitsluitend verstuurd per mail op,47
8192,event,229,320,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,47
8193,event,390,451,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,47
8194,event,519,562,is de beslistermijn met vier weken verdaagd,47
6602,DATE+,176,180,0880,118
6603,DATE+,181,188,42 4242,118
6604,c: besluit datum,231,243,20 juni 2022,118
6605,c: verzoek ontvangen,254,266,9 maart 2022,118
6606,DATE+,444,448,2000,118
6607,c: contact,537,549,5 april 2022,118
6608,c: inwerking treden van Woo,617,627,1 mei 2022,118
6609,DATE+,825,829,2000,118
6610,DATE+,962,974,20 juni 2022,118
6611,DATE+,1015,1027,20 juni 2022,118
6612,DATE+,1370,1382,20 juni 2022,118
6613,DATE+,1509,1521,20 juni 2022,118
6614,DATE+,2163,2175,20 juni 2022,118
6615,DATE+,2951,2963,20 juni 2022,118
8195,ID,9,12,118,118
8196,title,25,80,besluit-wobverzoek-natuurherstel-hart-van-meijendel.pdf,118
8198,event,225,230,Datum,118
8199,event,267,337,ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie,118
8200,event,550,593,heeft u uw verzoek in een e-mail toegelicht,118
8201,event,628,694,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),118
6652,DATE+,75,84,4 oktober,40
6653,c: verzoek datum,117,129,27 juli 2022,40
6654,DATE+,312,323,1 juni 2021,40
6655,DATE+,335,347,14 juli 2022,40
6656,c: ontvangst verzoek bevestigd,442,454,27 juli 2022,40
6657,c: beslistermijn verdaagd,462,478,24 augustus 2022,40
6658,c: beslistermijn verdaagd,556,572,31 augustus 2022,40
6659,DATE+,847,863,26 augustus 2022,40
6660,c: overig,982,998,30 augustus 2022,40
6661,DATE+,1240,1256,26 augustus 2022,40
8203,ID,9,11,40,40
8204,title,24,43,2022-66-besluit.pdf,40
8205,event,130,179,heeft u bij mijn ministerie een verzoek ingediend,40
8206,date,312,347,1 juni 2021 tot en met 14 juli 2022,40
8207,event,376,437,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,40
